"","sample_id","site_id","updated_sample_type","fake_kelp_height","year","month","day","sampling_round","lab_round","lab_blistering","water_type","aquarium_salinity","paper_aquarium_day","aquarium_day","position_of_meristem","desmerestia","extraction_kit_brand","lab_or_field_sampled","pcr_cycles","pcr_position","N.conduct","mean.conduct","sd.conduct","N.temp","mean.temp","sd.temp","se.conduct","lci.conduct","uci.conduct","se.temp","lci.temp","uci.temp"
"meristem3-cp-2022-7-26","meristem3-cp-2022-7-26","cp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-C-5",3,25.52333333,0.238607069,3,18.13333333,0.2081666,0.137759855,25.28472626,25.7619404,0.120185043,17.89777065,18.36889602
"meristem4-cp-2022-7-26","meristem4-cp-2022-7-26","cp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-C-10",3,25.52333333,0.238607069,3,18.13333333,0.2081666,0.137759855,25.28472626,25.7619404,0.120185043,17.89777065,18.36889602
"meristem5-cp-2022-7-26","meristem5-cp-2022-7-26","cp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate5-C-12",3,25.52333333,0.238607069,3,18.13333333,0.2081666,0.137759855,25.28472626,25.7619404,0.120185043,17.89777065,18.36889602
"meristem6-cp-2022-7-26","meristem6-cp-2022-7-26","cp","meristem",NA,2022,7,26,15,8,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate5-D-7",3,25.52333333,0.238607069,3,18.13333333,0.2081666,0.137759855,25.28472626,25.7619404,0.120185043,17.89777065,18.36889602
"water1-cp-2022-7-26","water1-cp-2022-7-26","cp","water",NA,2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-B5",3,25.52333333,0.238607069,3,18.13333333,0.2081666,0.137759855,25.28472626,25.7619404,0.120185043,17.89777065,18.36889602
"water2-cp-2022-7-26","water2-cp-2022-7-26","cp","water",NA,2022,7,26,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate8-B6",3,25.52333333,0.238607069,3,18.13333333,0.2081666,0.137759855,25.28472626,25.7619404,0.120185043,17.89777065,18.36889602
"fakekelp-high1-gw-2022-5-31","fakekelp-high1-gw-2022-5-31","gw","fake_kelp","high",2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-A10",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"meristem1-gw-2022-5-31","meristem1-gw-2022-5-31","gw","meristem",NA,2022,5,31,11,4,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-B5",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"meristem10-gw-2022-5-31","meristem10-gw-2022-5-31","gw","meristem",NA,2022,5,31,11,4,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-F2",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"meristem13-gw-2022-5-31","meristem13-gw-2022-5-31","gw","meristem",NA,2022,5,31,11,4,"","ocean",10,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-H3",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"meristem4-gw-2022-5-31","meristem4-gw-2022-5-31","gw","meristem",NA,2022,5,31,11,4,"","ocean",30,"day0","D-1",NA,"no","quiagen_plate","field",25,"plate1-H8",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"meristem7-gw-2022-5-31","meristem7-gw-2022-5-31","gw","meristem",NA,2022,5,31,11,4,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-D8",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"rock2-gw-2022-5-31","rock2-gw-2022-5-31","gw","rock",NA,2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-E10",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"water1-gw-2022-5-31","water1-gw-2022-5-31","gw","water",NA,2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-H4",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"water2-gw-2022-5-31","water2-gw-2022-5-31","gw","water",NA,2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-D1",3,25.54333333,0.306159,3,13.83333333,0.472581563,0.176760981,25.23717433,25.84949233,0.272845092,13.29855695,14.36810971
"fakekelp-high1-gw-2022-6-14","fakekelp-high1-gw-2022-6-14","gw","fake_kelp","high",2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-B8",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"fakekelp-low1-gw-2022-6-14","fakekelp-low1-gw-2022-6-14","gw","fake_kelp","low",2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,"plate1-A3",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"meristem1-gw-2022-6-14","meristem1-gw-2022-6-14","gw","meristem",NA,2022,6,14,12,5,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-H-7",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"meristem10-gw-2022-6-14","meristem10-gw-2022-6-14","gw","meristem",NA,2022,6,14,12,5,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-F5",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"meristem13-gw-2022-6-14","meristem13-gw-2022-6-14","gw","meristem",NA,2022,6,14,12,5,"","ocean",20,"day0","D-1",NA,"no","quiagen_plate","field",25,"plate2-H1",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"meristem4-gw-2022-6-14","meristem4-gw-2022-6-14","gw","meristem",NA,2022,6,14,12,5,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-G12",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"meristem7-gw-2022-6-14","meristem7-gw-2022-6-14","gw","meristem",NA,2022,6,14,12,5,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-D7",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"rock2-gw-2022-6-14","rock2-gw-2022-6-14","gw","rock",NA,2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3B11",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"water1-gw-2022-6-14","water1-gw-2022-6-14","gw","water",NA,2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-A7",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"water2-gw-2022-6-14","water2-gw-2022-6-14","gw","water",NA,2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-H6",3,25.66666667,0.577350269,3,NA,NA,0.333333333,25.0893164,26.24401694,NA,NA,NA
"plate-1-well-10H_S8","plate-1-well-10H","lhp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,2,25.89,0.339411255,2,11.3,0,0.24,25.55058875,26.22941125,0,11.3,11.3
"plate-1-well-11C_S11","plate-1-well-11C","lhp","rock",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,25.89,0.339411255,2,11.3,0,0.24,25.55058875,26.22941125,0,11.3,11.3
"plate-1-well-4D_S52","plate-1-well-4D","lhp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,25.89,0.339411255,2,11.3,0,0.24,25.55058875,26.22941125,0,11.3,11.3
"plate-2-well-4G_S151","plate-2-well-4G","lhp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,25.89,0.339411255,2,11.3,0,0.24,25.55058875,26.22941125,0,11.3,11.3
"plate-2-well-4H_S152","plate-2-well-4H","lhp","rock",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,2,25.89,0.339411255,2,11.3,0,0.24,25.55058875,26.22941125,0,11.3,11.3
"plate-3-well-8C_S275","plate-3-well-8C","lhp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,2,25.89,0.339411255,2,11.3,0,0.24,25.55058875,26.22941125,0,11.3,11.3
"plate-1-well-10D_S4","plate-1-well-10D","tb","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,2,26.2,0.650538239,2,11.95,1.48492424,0.46,25.54946176,26.85053824,1.05,9.892,14.008
"plate-1-well-6C_S67","plate-1-well-6C","tb","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,2,26.2,0.650538239,2,11.95,1.48492424,0.46,25.54946176,26.85053824,1.05,9.892,14.008
"plate-2-well-12D_S116","plate-2-well-12D","tb","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,26.2,0.650538239,2,11.95,1.48492424,0.46,25.54946176,26.85053824,1.05,9.892,14.008
"plate-2-well-9E_S189","plate-2-well-9E","tb","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,26.2,0.650538239,2,11.95,1.48492424,0.46,25.54946176,26.85053824,1.05,9.892,14.008
"plate-4-well-1C_S291","plate-4-well-1C","tb","meristem",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,26.2,0.650538239,2,11.95,1.48492424,0.46,25.54946176,26.85053824,1.05,9.892,14.008
"plate-1-well-2E_S37","plate-1-well-2E","gw","meristem",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,26.25,0.147309199,3,12.36666667,0.503322296,0.085049005,26.1026908,26.3973092,0.290593263,11.79710387,12.93622946
"plate-1-well-4C_S51","plate-1-well-4C","gw","meristem",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,26.25,0.147309199,3,12.36666667,0.503322296,0.085049005,26.1026908,26.3973092,0.290593263,11.79710387,12.93622946
"plate-2-well-4F_S150","plate-2-well-4F","gw","rock",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.25,0.147309199,3,12.36666667,0.503322296,0.085049005,26.1026908,26.3973092,0.290593263,11.79710387,12.93622946
"plate-2-well-9G_S191","plate-2-well-9G","gw","water",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.25,0.147309199,3,12.36666667,0.503322296,0.085049005,26.1026908,26.3973092,0.290593263,11.79710387,12.93622946
"plate-2-well-9H_S192","plate-2-well-9H","gw","meristem",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,26.25,0.147309199,3,12.36666667,0.503322296,0.085049005,26.1026908,26.3973092,0.290593263,11.79710387,12.93622946
"plate-3-well-11F_S206","plate-3-well-11F","gw","meristem",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,26.25,0.147309199,3,12.36666667,0.503322296,0.085049005,26.1026908,26.3973092,0.290593263,11.79710387,12.93622946
"plate-1-well-1E_S29","plate-1-well-1E","gw","water",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-1-well-1H_S32","plate-1-well-1H","gw","meristem",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-1-well-2H_S40","plate-1-well-2H","gw","rock",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-1-well-7H_S80","plate-1-well-7H","gw","water",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-1-well-8E_S85","plate-1-well-8E","gw","meristem",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-2-well-1G_S127","plate-2-well-1G","gw","meristem",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-3-well-1F_S222","plate-3-well-1F","gw","water",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-4-well-1F_S294","plate-4-well-1F","gw","water",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.27,0.167032931,3,16.56666667,0.321455025,0.096436508,26.10296707,26.43703293,0.185592145,16.20290606,16.93042727
"plate-1-well-11D_S12","plate-1-well-11D","scp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.34,0.66053009,3,11.26666667,0.288675135,0.381357225,25.67946991,27.00053009,0.166666667,10.94,11.59333333
"plate-1-well-1G_S31","plate-1-well-1G","scp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,26.34,0.66053009,3,11.26666667,0.288675135,0.381357225,25.67946991,27.00053009,0.166666667,10.94,11.59333333
"plate-2-well-11G_S111","plate-2-well-11G","scp","meristem",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,26.34,0.66053009,3,11.26666667,0.288675135,0.381357225,25.67946991,27.00053009,0.166666667,10.94,11.59333333
"plate-3-well-8H_S280","plate-3-well-8H","scp","rock",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,26.34,0.66053009,3,11.26666667,0.288675135,0.381357225,25.67946991,27.00053009,0.166666667,10.94,11.59333333
"plate-4-well-1B_S290","plate-4-well-1B","scp","rock",NA,2021,4,29,2,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,26.34,0.66053009,3,11.26666667,0.288675135,0.381357225,25.67946991,27.00053009,0.166666667,10.94,11.59333333
"fakekelp-high1-gw-2022-5-17","fakekelp-high1-gw-2022-5-17","gw","fake_kelp","high",2022,5,17,10,3,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-C2",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"meristem1-gw-2022-5-17","meristem1-gw-2022-5-17","gw","meristem",NA,2022,5,17,10,3,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-C10",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"meristem10-gw-2022-5-17","meristem10-gw-2022-5-17","gw","meristem",NA,2022,5,17,10,3,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-F7",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"meristem13-gw-2022-5-17","meristem13-gw-2022-5-17","gw","meristem",NA,2022,5,17,10,3,"","ocean",20,"day0","D-1",NA,"no","quiagen_plate","field",35,"plate2-H4",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"meristem4-gw-2022-5-17","meristem4-gw-2022-5-17","gw","meristem",NA,2022,5,17,10,3,"","ocean",20,"day0","D-1",NA,"no","quiagen_plate","field",25,"plate1-H2",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"meristem7-gw-2022-5-17","meristem7-gw-2022-5-17","gw","meristem",NA,2022,5,17,10,3,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-D4",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"rock1-gw-2022-5-17","rock1-gw-2022-5-17","gw","rock",NA,2022,5,17,10,3,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3E8",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"rock2-gw-2022-5-17","rock2-gw-2022-5-17","gw","rock",NA,2022,5,17,10,3,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-G8",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"water1-gw-2022-5-17","water1-gw-2022-5-17","gw","water",NA,2022,5,17,10,3,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-B12",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"water2-gw-2022-5-17","water2-gw-2022-5-17","gw","water",NA,2022,5,17,10,3,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-B1",3,26.81666667,0.083864971,3,10.6,0.173205081,0.048419463,26.7328017,26.90053164,0.1,10.404,10.796
"plate-1-well-4E_S53","plate-1-well-4E","lhp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-1-well-6H_S72","plate-1-well-6H","lhp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-1-well-8H_S88","plate-1-well-8H","lhp","meristem",NA,2021,4,16,1,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-1-well-9A_S89","plate-1-well-9A","lhp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-1-well-9E_S93","plate-1-well-9E","lhp","rock",NA,2021,4,16,1,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-2-well-12G_S119","plate-2-well-12G","lhp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-2-well-1D_S124","plate-2-well-1D","lhp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-2-well-2G_S135","plate-2-well-2G","lhp","meristem",NA,2021,4,16,1,NA,"",NA,NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-2-well-5F_S158","plate-2-well-5F","lhp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-2-well-7H_S176","plate-2-well-7H","lhp","rock",NA,2021,4,16,1,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-3-well-7E_S269","plate-3-well-7E","lhp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-3-well-7G_S271","plate-3-well-7G","lhp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19333333,0.240069434,3,11.43333333,0.305505046,0.138604153,26.9532639,27.43340277,0.176383421,11.08762183,11.77904484
"plate-1-well-11A_S9","plate-1-well-11A","scp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-1-well-4G_S55","plate-1-well-4G","scp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-1-well-5A_S57","plate-1-well-5A","scp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-1-well-5B_S58","plate-1-well-5B","scp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-2-well-10A_S97","plate-2-well-10A","scp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-2-well-4D_S148","plate-2-well-4D","scp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-2-well-7A_S169","plate-2-well-7A","scp","rock",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-2-well-9D_S188","plate-2-well-9D","scp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-3-well-12H_S216","plate-3-well-12H","scp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-3-well-3F_S238","plate-3-well-3F","scp","meristem",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-4-well-1D_S292","plate-4-well-1D","scp","water",NA,2021,4,16,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.19666667,0.133166562,3,10.54333333,0.051316014,0.076883751,27.0635001,27.32983323,0.029627315,10.4852638,10.60140287
"plate-1-well-10F_S6","plate-1-well-10F","gw","rock",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-1-well-3C_S43","plate-1-well-3C","gw","rock",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-1-well-3H_S48","plate-1-well-3H","gw","meristem",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-1-well-7B_S74","plate-1-well-7B","gw","meristem",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-1-well-8B_S82","plate-1-well-8B","gw","rock",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-2-well-12A_S113","plate-2-well-12A","gw","meristem",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-2-well-8H_S184","plate-2-well-8H","gw","meristem",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-3-well-12F_S214","plate-3-well-12F","gw","water",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
