"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GLH5YVNG","journalArticle","1990","Boyen, C; Bertheau, Y; Barbeyron, T; Kloareg, B","Preparation of guluronate lyase from Pseudomonas alginovora for protoplast isolation in Laminaria","Enzyme and Microbial …","","","","https://www.sciencedirect.com/science/article/pii/014102299090027N","A marine aerobic bacterium identified as Pseudomonas alginovora was isolated from decaying fronds of Laminaria digitata. It secreted an endo-acting alginate lyase of the guluronate-…","1990","2024-02-07 21:37:53","2024-02-09 00:07:23","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","; ","https://www.academia.edu/download/49999691/0141-0229%E2%82%82890%E2%82%82990027-n20161031-6610-1mrdvv4.pdf; https://scholar.google.com/scholar?q=related:vwj-eaZQquIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W943JWG","journalArticle","1989","Tangarone, B; Royer, JC; Nakas, JP","Purification and characterization of an Endo-(1,3)-β-d-Glucanase from trichoderma longibrachiatum","Applied and environmental …","","","10.1128/aem.55.1.177-184.1989","https://journals.asm.org/doi/abs/10.1128/aem.55.1.177-184.1989","A laminarinase [endo-(1,3)-β-d-glucanase] has been purified from Trichoderma longibrachiatum cultivated with d-glucose as the growth substrate. The enzyme was found to hydrolyze …","1989","2024-02-07 21:37:53","2024-02-08 21:48:01","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00066 Publisher: Am Soc Microbiol","","; ","https://journals.asm.org/doi/pdf/10.1128/aem.55.1.177-184.1989; https://scholar.google.com/scholar?q=related:jpp%3Csub%3E%3Csub%3EW%3C/sub%3E%3C/sub%3EzzWR8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQH9ZHYM","journalArticle","2013","Hollants, J; Leliaert, F; Clerck, O De; ...","What we can learn from sushi: a review on seaweed–bacterial associations","FEMS microbiology …","","","","https://academic.oup.com/femsec/article-abstract/83/1/1/464558","Many eukaryotes are closely associated with bacteria which enable them to expand their physiological capacities. Associations between algae (photosynthetic eukaryotes) and bacteria …","2013","2024-02-07 21:37:54","2024-02-08 23:54:29","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","; ","https://academic.oup.com/femsec/article-pdf/83/1/1/18131086/83-1-1.pdf; https://scholar.google.com/scholar?q=related:IR%E2%82%88h23Z4nQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I86XYQST","book","2009","Wulff, A; Iken, K; Quartino, ML; Al-Handal, A; Wiencke, C; ...","Biodiversity, biogeography and zonation of marine benthic micro-and macroalgae in the Arctic and Antarctic","","","","","https://www.degruyter.com/document/doi/10.1515/BOT.2009.072/html","This paper reviews the composition, biogeography and zonation of benthic algae in Arctic and Antarctic polar regions. There is a marked contrast in the literature between the amount of …","2009","2024-02-07 21:37:57","2024-02-08 22:12:01","","","","","","","","","","","","","degruyter.com","","","","","","","","","Citation Key: pop00147 DOI: 10.1515/BOT.2009.072","","; ","https://www.researchgate.net/profile/Christian-Wiencke/publication/235938814%3Csub%3EB%3C/sub%3Eiodiversity%3Csub%3Eb%3C/sub%3Eiogeography%E2%82%90nd%3Csub%3Ez%3C/sub%3Eonation%E2%82%92f%E2%82%98arine%3Csub%3Eb%3C/sub%3Eenthic%E2%82%98icro-%E2%82%90nd%E2%82%98acroalgae%3Csub%3Ei%3C/sub%3En%E2%82%9Che%3Csub%3EA%3C/sub%3Erctic%E2%82%90nd%3Csub%3EA%3C/sub%3Entarctic/links/0046353a09a70e3a58000000/Biodiversity-biogeography-and-zonation-of-marine-benthic-micro-and-macroalgae-in-the-Arctic-and-Antarctic.pdf; https://scholar.google.com/scholar?q=related:gKHgl7BWHTUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIUNMLUA","book","2016","Martin, M","Function-based analyses of bacterial symbionts associated with the brown alga ascophyllum nodosum and identification of novel bacterial hydrolytic enzyme …","","","","","https://orbi.uliege.be/handle/2268/196617","… Diversity of antibioticactive bacteria associated with the brown alga Laminaria saccharina … On the brown alga Laminaria saccharina, for example, Staufenberger et al. (2008) found a …","2016","2024-02-07 21:37:58","2024-02-08 22:01:21","","","","","","","","","","","","","orbi.uliege.be","","","","","","","","","Citation Key: pop00151","","; ","https://orbi.uliege.be/bitstream/2268/196617/1/Th%C3%A8se%20Marjolaine%20Martin.pdf; https://scholar.google.com/scholar?q=related:YCjSCA8NYDYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z73BBNND","journalArticle","2008","Fricke, A; Molis, M; Wiencke, C; Valdivia, N; Chapman, AS","Natural succession of macroalgal-dominated epibenthic assemblages at different water depths and after transplantation from deep to shallow water on …","Polar Biology","","","10.1007/s00300-008-0458-4","https://link.springer.com/article/10.1007/s00300-008-0458-4","In the current study, we investigated the primary succession of seaweeds over different time periods at different water depths. Furthermore, we followed the succession of field-grown …","2008","2024-02-07 21:38:02","2024-02-08 21:51:49","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00209 Publisher: Springer Type: HTML","","; ","https://link.springer.com/article/10.1007/s00300-008-0458-4; https://scholar.google.com/scholar?q=related:vl8fa9PEpmsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEVM2JNR","journalArticle","2012","Prieto, M Luz; O'Sullivan, L; Tan, SP; McLoughlin, P; ...","Assessment of the bacteriocinogenic potential of marine bacteria reveals lichenicidin production by seaweed-derived bacillus spp.","Marine drugs","","","","https://www.mdpi.com/1660-3397/10/10/2280","The objectives of this study were (1) to assess the bacteriocinogenic potential of bacteria derived mainly from seaweed, but also sand and seawater, (2) to identify at least some of the …","2012","2024-02-07 21:38:02","2024-02-09 00:24:08","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","; ","https://www.mdpi.com/1660-3397/10/10/2280/pdf; https://scholar.google.com/scholar?q=related:26vSTDs4lBcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DRIXL59","journalArticle","2013","Ojima, T","Polysaccharide-degrading enzymes from herbivorous marine invertebrates","Marine enzymes for biocatalysis","","","","https://www.sciencedirect.com/science/article/pii/B9781907568800500132","Herbivorous marine molluscs such as abalone, sea hare and small snails possess various kinds of polysaccharide-degrading enzymes that efficiently depolymerize seaweed …","2013","2024-02-07 21:38:04","2024-02-08 21:49:12","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00252 Publisher: Elsevier","","","https://scholar.google.com/scholar?q=related:SfhbqcgKa5cJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H99Z6VM9","journalArticle","2016","Parsaeimehr, A; Lutzu, GA","Algae as a novel source of antimicrobial compounds: current and future perspectives","… , 1st ed.; Kon …","","","","http://www.investigacionyposgrado.uadec.mx/site/wp-content/uploads/2020/07/4-Chapter-2016.pdf#page=400","… 116 In another study, the bacteria associated with algae Laminaria saccharina isolated from the Kiel Fjord (Baltic Sea, Germany) were analyzed for antimicrobial activity. A total of 103 of …","2016","2024-02-07 21:38:08","2024-02-09 00:25:37","","","","","","","","","","","","","","","","","","","","","","Publisher: investigacionyposgrado.uadec.mx Type: PDF","","; ","http://www.investigacionyposgrado.uadec.mx/site/wp-content/uploads/2020/07/4-Chapter-2016.pdf#page=400; https://scholar.google.com/scholar?q=related:AeF9pZIcwOAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFG4IFFA","journalArticle","2014","Semenov, AM; Fedorenko, VN; Semenova, EV","Microorganisms on the surfaces of marine macrophytes in the northern seas of russia and prospects for their practical …","Biosphere","","","","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20771371&AN=95566790&h=oZmRP1%2BEO9mlSDvv2mG20%2BJ0Xq73po5ctyDwSGp2MmRYGaUxJWUfThnuq4BWA8OohJzCyiq2w6fGvQfdyFOQsA%3D%3D&crl=c","Original and published data on bacteria inhabiting the surfaces of marine macrophytes, in particular in the northern seas of Russia, are reviewed. Prevalences, abundances, and …","2014","2024-02-07 21:38:10","2024-02-09 00:11:45","","","","","","","","","","","","","","","","","","","","","","Publisher: search.ebscohost.com","","","https://scholar.google.com/scholar?q=related:3kGJpMpVpsoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZA3FGHJ","journalArticle","2009","Ueno, R","A method of in situ screening for bacteria capable of producing alginate-degrading enzyme from aquatic fields","Journal of Food, Agriculture &Environment","","","","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b311eb72eb22d0463da3ff5a72bc54f807569525","… Preparation of single cell detritus from Laminaria saccharina as a hatchery diet for bivalve … Use of single cell detritus (SCD) produced from Laminaria saccharina in the feeding of the …","2009","2024-02-07 21:38:11","2024-02-09 00:15:02","","","","","","","","","","","","","","","","","","","","","","Publisher: Citeseer Type: PDF","","; ","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b311eb72eb22d0463da3ff5a72bc54f807569525; https://scholar.google.com/scholar?q=related:Y7vddqsprd4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
