Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
296,"W Yue, Q Ming, B Lin, K Rahman…","Medicinal plant cell suspension cultures: pharmaceutical applications and high-yielding strategies for the desired secondary metabolites",2016,"Critical reviews in …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.3109/07388551.2014.923986","https://scholar.google.com/scholar?cites=259473890784113166&as_sdt=2005&sciodt=2007&hl=en",117,"2024-02-07 13:53:53","","10.3109/07388551.2014.923986","","",,,,,296,37.00,59,5,8,"The development of plant tissue (including organ and cell) cultures for the production of secondary metabolites has been underway for more than three decades. Plant cell cultures with …","https://www.researchgate.net/profile/Ting-Han-3/publication/263432118_Medicinal_plant_cell_suspension_cultures_Pharmaceutical_applications_and_high-yielding_strategies_for_the_desired_secondary_metabolites/links/547d21310cf27ed9786232b7/Medicinal-plant-cell-suspension-cultures-Pharmaceutical-applications-and-high-yielding-strategies-for-the-desired-secondary-metabolites.pdf","https://scholar.google.com/scholar?q=related:DvKsACHWmQMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
148,"M Martin, T Barbeyron, R Martin, D Portetelle…","The Cultivable Surface Microbiota of the Brown Alga Ascophyllum nodosum is Enriched in Macroalgal-Polysaccharide-Degrading Bacteria",2015,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2015.01487/full","https://scholar.google.com/scholar?cites=13441131508728567435&as_sdt=2005&sciodt=2007&hl=en",118,"2024-02-07 13:53:53","HTML","10.3389/fmicb.2015.01487","","",,,,,148,16.44,30,5,9,"Bacteria degrading algal polysaccharides are key players in the global carbon cycle and in algal biomass recycling. Yet the water column, which has been studied largely by …","https://www.frontiersin.org/articles/10.3389/fmicb.2015.01487/full","https://scholar.google.com/scholar?q=related:i5YTneR9iLoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
26,"JZ Florez, C Camus, MB Hengst, F Marchant…","Structure of the epiphytic bacterial communities of Macrocystis pyrifera in localities with contrasting nitrogen concentrations and temperature",2019,"Algal Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211926419304898","https://scholar.google.com/scholar?cites=5757428374251779220&as_sdt=2005&sciodt=2007&hl=en",119,"2024-02-07 13:53:53","","","","",,,,,26,5.20,5,5,5,"… In addition, regional differences in community structure also have been reported for Saccharina latissima (formerly Laminaria saccharina) [29] and Laminaria hyperborea [35]. However, …","https://www.academia.edu/download/61304091/Florez_et_al_2019_Algal_Research20191122-82584-1r7wjfq.pdf","https://scholar.google.com/scholar?q=related:lDQIK5p-5k8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
37,"AV Kachalkin","Yeasts of the White Sea intertidal zone and description of Glaciozyma litorale sp. nov.",2014,"Antonie van Leeuwenhoek","Springer","https://link.springer.com/article/10.1007/s10482-014-0165-9","https://scholar.google.com/scholar?cites=15264789105003514811&as_sdt=2005&sciodt=2007&hl=en",120,"2024-02-07 13:53:53","HTML","10.1007/s10482-014-0165-9","","",,,,,37,3.70,37,1,10,"… In addition, other types of substrates from the White Sea intertidal zone were analysed: algae (Odonthalia dentate and Saccharina latissima) collected at WSBS MSU and a sponge (…","https://link.springer.com/article/10.1007/s10482-014-0165-9","https://scholar.google.com/scholar?q=related:u8v8jtBs19MJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
186,"FC Küpper, DG Müller, AF Peters, B Kloareg…","Oligoalginate recognition and oxidative burst play a key role in natural and induced resistance of sporophytes of Laminariales",2002,"Journal of chemical …","Springer","https://link.springer.com/article/10.1023/A:1020706129624","https://scholar.google.com/scholar?cites=18018079612363074523&as_sdt=2005&sciodt=2007&hl=en",121,"2024-02-07 13:53:53","","10.1023/A:1020706129624","","",,,,,186,8.45,37,5,22,"Forty-five species of brown algae (Phaeophyceae) were surveyed for their capacity to respond by an oxidative burst to challenges with alginate oligosaccharides. Intertidal frondose …","https://link.springer.com/content/pdf/10.1023/A:1020706129624.pdf","https://scholar.google.com/scholar?q=related:2-ubjfETDfoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"NSR Agawin, A Tovar-Sanchez, LJ Stal, M Alvarez…","COMBINED AUTHOR AND TITLE INDEX",2013,"… Microb Ecol","int-res.com","https://www.int-res.com/articles/ame2013/70/a070p273.pdf","",122,"2024-02-07 13:53:53","","","","",,,,,0,0.00,0,5,11,"… Nagel K, Schneemann I, Kajahn I, Labes A, Wiese J, Imhoff JF (2012) Beneficial effects of 2,4-diacetylphloroglucinolproducing pseudomonads on the marine alga Saccharina latissima. …","https://scholar.google.com/scholar?output=instlink&q=info:2jZN67t1LdAJ:scholar.google.com/&hl=en&as_sdt=2007&as_yhi=2019&scillfp=9146468198344199897&oi=lle","https://scholar.google.com/scholar?q=related:2jZN67t1LdAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
101,"N Ramaiah, T Yoshikawa, K Furuya","Temporal variations in transparent exopolymer particles (TEP) associated with a diatom spring bloom in a subarctic ria in Japan",2001,"Marine Ecology Progress Series","int-res.com","https://www.int-res.com/abstracts/meps/v212/p79-88/","https://scholar.google.com/scholar?cites=12521778686918118753&as_sdt=2005&sciodt=2007&hl=en",123,"2024-02-07 13:53:53","","","","",,,,,101,4.39,34,3,23,"… (locally called ‘Wakame’ and ‘Kombu’ respectively)—U. pinnatifida is commercially more important, with 1000 tons in wet weight harvested during March and April every year. The long, …","https://www.int-res.com/articles/meps2001/212/m212p079.pdf","https://scholar.google.com/scholar?q=related:Yc3PXV9Lxq0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
296,"K Bischof, I Gomez, M Molis, D Hanelt…","Ultraviolet radiation shapes seaweed communities",2006,"… Science and Bio …","Springer","https://link.springer.com/article/10.1007/s11157-006-0002-3","https://scholar.google.com/scholar?cites=13402381108483948830&as_sdt=2005&sciodt=2007&hl=en",124,"2024-02-07 13:53:53","HTML","10.1007/s11157-006-0002-3","","",,,,,296,16.44,59,5,18,"Stratospheric ozone depletion and the concomitant increase in irradiance of ultraviolet-B radiation (UVB) at the earth’s surface represent major threats to terrestrial and aquatic …","https://link.springer.com/article/10.1007/s11157-006-0002-3","https://scholar.google.com/scholar?q=related:HoGX-5vS_rkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
26,"H Heindl, V Thiel, J Wiese…","Bacterial isolates from the bryozoan Membranipora membranacea: influence of culture media on isolation and antimicrobioal activity",2012,"International …","oceanrep.geomar.de","https://oceanrep.geomar.de/id/eprint/14348","https://scholar.google.com/scholar?cites=13687318691681923809&as_sdt=2005&sciodt=2007&hl=en",125,"2024-02-07 13:53:53","","","","",,,,,26,2.17,7,4,12,"… In the Baltic Sea, a preferred substrate is provided by phyloids of Saccharina latissima (newer synonym of Laminaria saccharina [24]). In turn, bryozoan surfaces are themselves …","https://oceanrep.geomar.de/id/eprint/14348/1/Heindl.pdf","https://scholar.google.com/scholar?q=related:4fJD4dQf870J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
133,"E Lončar, M Djurić, R Malbaša, LJ Kolarov…","Influence of working conditions upon kombucha conducted fermentation of black tea",2006,"Food and Bioproducts …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960308506705363","https://scholar.google.com/scholar?cites=9224288523642660402&as_sdt=2005&sciodt=2007&hl=en",126,"2024-02-07 13:53:53","","","","",,,,,133,7.39,27,5,18,"Local domestic Kombucha was used in fermentation of 1.5 gl −1 of black tea (Indian tea, ‘Vitamin’, Horgoš, Serbia and Montenegro), sweetened with 66.47 gl −1 of sucrose. Inoculation …","https://research.kombuchabrewers.org/wp-content/uploads/kk-research-files/influence-of-working-conditions-upon-kombucha-conducted-fermentation-of-black-tea.pdf","https://scholar.google.com/scholar?q=related:MuZuNYpBA4AJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
20,"E Moen, K Ostgaard","Aerobic digestion of Ca-alginate gels studied as a model system of seaweed tissue degradation",1997,"Journal of applied phycology","Springer","https://link.springer.com/article/10.1023/A:1007953725317","https://scholar.google.com/scholar?cites=2021038828446884057&as_sdt=2005&sciodt=2007&hl=en",127,"2024-02-07 13:53:53","","10.1023/A:1007953725317","","",,,,,20,0.74,10,2,27,"The Ca-crosslinked alginate matrix of brown seaweeds may present a limiting factor when microbes decompose algal tissue. Ca-alginate gels made from Ascophyllum nodosum and …","https://link.springer.com/content/pdf/10.1023/A:1007953725317.pdf","https://scholar.google.com/scholar?q=related:2SDZRhssDBwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"L Sauchyn","The role of fecal production by the sea urchin Strongylocentrotus droebachiensis in nutrient cycling and energy flow in a rocky subtidal ecosystem.",2010,"","library-archives.canada.ca","https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=748081635","",128,"2024-02-07 13:53:53","BOOK","","","",,,,,0,0.00,0,1,14,"… pellets egested by urchins fed kelp Saccharina longicruris, kelp encrusted with Membranipora … fed Saccharina longicruris, in the field at different depths, to further elucidate the role of …","https://central.bac-lac.gc.ca/.item?id=MR56303&op=pdf&app=Library&oclc_number=748081635","https://scholar.google.com/scholar?q=related:RANl9UnAzjAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
2,"P Rahmadi, R Pangestuti…","History, Nutrition, and Advantages of Seaweed for Human Body",2010,"Journal of Marine …","koreascience.kr","https://koreascience.kr/article/JAKO201015643930768.page","https://scholar.google.com/scholar?cites=5773544917379727116&as_sdt=2005&sciodt=2007&hl=en",129,"2024-02-07 13:53:53","","","","",,,,,2,0.14,1,3,14,"Seaweed has been consumed especially in the Asia since centuries ago as a vegetable (Matsukawa, 1997; Burtin, 2000; Raghavendran 2003). Seaweed has many valuable nutrients …","https://koreascience.kr/article/JAKO201015643930768.pdf","https://scholar.google.com/scholar?q=related:DD8uR4PAH1AJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
77,"O Maslova, N Stepanov, O Senko, E Efremenko","Production of various organic acids from different renewable sources by immobilized cells in the regimes of separate hydrolysis and fermentation (SHF) and …",2019,"Bioresource technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S096085241831407X","https://scholar.google.com/scholar?cites=11471664222539402235&as_sdt=2005&sciodt=2007&hl=en",130,"2024-02-07 13:53:53","","","","",,,,,77,15.40,19,4,5,"The study was aimed at production of different organic acids (OA) (lactic, fumaric, or succinic) by various microbial cells (filamentous fungi Rhizopus oryzae (F-814, F-1127) and bacteria …","","https://scholar.google.com/scholar?q=related:-8sEt9SJM58J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"MR Tabassum","Biomethane production from macroalgae",2016,"","cora.ucc.ie","https://cora.ucc.ie/handle/10468/3464","",131,"2024-02-07 13:53:53","","","","",,,,,0,0.00,0,1,8,"… Saccharina latissima and Laminaria digitata are the highest reported biomethane … of Palmaria palmata: Comparison with Saccharina latissima and inhibition studies. Chem. Eng. …","https://cora.ucc.ie/bitstream/handle/10468/3464/Tabassum%20Muhammad%20Rizwan_PhD2016.pdf.pdf?sequence=2","https://scholar.google.com/scholar?q=related:E1FPddFYDeQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
226,"KL Van Alstyne, GV Wolfe, TL Freidenburg…","Activated defense systems in marine macroalgae: evidence for an ecological role for DMSP cleavage",2001,"Marine Ecology …","int-res.com","https://www.int-res.com/abstracts/meps/v213/p53-65/","https://scholar.google.com/scholar?cites=6510191576677814466&as_sdt=2005&sciodt=2007&hl=en",132,"2024-02-07 13:53:53","","","","",,,,,226,9.83,57,4,23,"… The diets were prepared as described above except that they contained 40 g of Laminaria saccharina homogenate (300 g L. saccharina homogenized with 300 g water), 3.5 g agar, 50 …","https://www.int-res.com/articles/meps/213/m213p053.pdf","https://scholar.google.com/scholar?q=related:whCfG7_YWFoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
114,"T Sawabe, R Tanaka, MM Iqbal…","Assignment of Alteromonas elyakovii KMM 162T and five strains isolated from spot-wounded fronds of Laminaria japonica to Pseudoalteromonas elyakovii comb. nov …",2000,"… of Systematic and …","microbiologyresearch.org","https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-50-1-265","https://scholar.google.com/scholar?cites=11426935766470435260&as_sdt=2005&sciodt=2007&hl=en",133,"2024-02-07 13:53:53","","10.1099/00207713-50-1-265","","",,,,,114,4.75,29,4,24,"A marine bacterium, Alteromonas elyakovii KMM 162T, which was described recently, and five strains isolated from spot-wounded fronds of Laminaria japonica have been subjected to …","https://www.researchgate.net/profile/Richard-Christen-2/publication/12490900_Assignment_of_Alteromonas_elyakovii_KMM_162T_and_five_strains_isolated_from_spot-wounded_fronds_of_Laminaria_japonica_to_Pseudoalteromonas_elyakovii_comb_nov_and_the_extended_description_of_the_specie/links/564c1e5c08ae3374e5ddfe66/Assignment-of-Alteromonas-elyakovii-KMM-162T-and-five-strains-isolated-from-spot-wounded-fronds-of-Laminaria-japonica-to-Pseudoalteromonas-elyakovii-comb-nov-and-the-extended-description-of-the-specie.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:vCGtf4mhlJ4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
